"","0_R1","0_R2","0_R3","1_R1","1_R2","1_R3","4_R2","4_R3","7_R1","7_R2","7_R3","20_R1","20_R2","20_R3"
"gene-T4p055",0,0,786.035903661346,889.840248781388,1822.51014689279,2035.41256596226,649.419930670483,569.059558258543,890.367796318047,932.954245377745,740.896426076884,929.815502148322,936.319373382328,981.335369848113
"gene-T4p242",0,2723.40917194897,393.017951830673,34852.0764106043,58493.591510309,71078.9715980847,1891.83556252131,2715.61543485575,510.965082231448,556.486562486451,783.385345388331,253.72047685641,332.376421266357,326.617663378451
"gene-T4p262",0,5446.81834389795,1877.75243652433,77720.1303956477,137599.516090405,182570.595180109,9486.97854578587,13274.2622693482,3511.61991757058,4016.45279279486,4657.85598835031,469.266139633657,582.897210927455,471.06733094421
"gene-T4p041",0,6808.52292987244,9039.41289210548,5135.11976900926,4357.33940049367,2592.82845539591,5367.62006310122,3715.79870053702,9025.41167704163,8826.83164838738,8149.63083952333,10368.4507263082,8609.03805075989,10410.2585961531
"gene-T4p021",0,1361.70458597449,829.704564975865,16287.7842204026,32105.6981158613,40649.1314521841,1876.28966966869,2904.47480668845,871.876599275847,872.767266632401,962.1408915487,390.659488828451,364.726352034804,334.358979656205
"gene-T4p212",0,1361.70458597449,17249.1212192351,24329.7154687644,16864.6361480079,13031.7078393352,3862.69968898698,3453.35915641645,5915.76706093799,5507.94967757272,4905.40155457056,28791.475909851,22083.6320300366,22195.5890847495
"gene-T4p079",0,0,2969.46896938731,2280.21563750231,1995.77695663259,1756.70462124544,1592.52299595504,1476.62027568595,1690.52853679509,1841.02996010019,1491.01958038137,2353.724393046,2289.76334226408,2428.22032393183
"gene-T4p114",0,8170.22751584692,5371.24534168587,3151.51754776741,2586.16756759786,1554.00793417866,3412.17191952004,3013.06489966167,3812.18516318672,3460.02230513333,3634.80555636673,5858.53033600192,4864.62499525727,5992.35527998139
"gene-T4p058",0,0,567.69259708875,292.905748557207,205.35325598792,177.359601183434,421.384633283621,350.854428563235,593.300885277464,614.337090193544,514.92367283007,509.308834524032,519.427511197788,608.187454374649
"gene-T4p140",0,0,3231.48093727442,7975.19322970319,6096.42478714136,3479.62646131308,50.6648875698116,32.7442555562552,53.3912491173458,43.4766809197731,28.632409304159,2321.23104976761,1904.92218230028,3118.59749793625
"gene-T4p250",0,4085.11375792346,1397.39716206462,15631.5270369264,13206.7812757231,7254.85225793188,169.142778502294,104.220595938526,343.669725207752,311.626493677755,229.814487064001,1155.16753918444,856.658084460232,1900.74020947419
"gene-T4p026",0,0,829.704564975865,1012.19328298883,2226.799369619,3327.60394601299,2043.1373720674,2207.72883508286,1545.43094559007,1592.91755144625,1656.37831117924,440.430729610559,418.188519224591,432.690167269385
"gene-T4p191",3902.57888904032,0,1834.08377520981,4616.04629055345,3202.22733556162,1714.47614477319,21.3052347729464,12.7848246570551,29.5692565314474,24.3177824061156,13.5609920213505,1967.73460624559,1591.29741669004,2410.59647623566
"gene-T4p205",3902.57888904032,4085.11375792346,2358.10771098404,470.873798313484,494.131272220932,1334.41985652298,6610.03569495205,8052.38964644699,4497.81709315463,4552.93933439388,5365.75290599752,873.701249444803,930.667278592363,929.369725472974
"gene-T4p224",0,1361.70458597449,1310.05983943558,5865.53030655065,5993.7481591474,7668.69132735989,2433.69003958204,2803.97637489059,1844.3303175988,2110.24519453162,2088.65545394215,1368.84532115047,1313.9125529684,1582.11092565896
"gene-T4p270",3902.57888904032,4085.11375792346,1222.72251680654,14133.629284811,27125.8816581543,36772.5573120319,4979.18925839933,6143.51283077377,1783.90075249017,1946.71231346236,2754.95000623572,152.037715196011,196.82588915643,181.262097099337
"gene-T4p082",0,0,2139.76440441144,452.335459797205,474.879404472064,472.958936489157,2097.82946864917,1544.21261870405,2799.37565672436,2644.13360257611,2615.66252886388,2980.90428959428,3230.27191531426,2968.13595709096
"gene-T4p267",0,1361.70458597449,960.710548919423,107.522363394418,109.093917243582,540.52449884475,3963.76964419035,4086.39678236811,2569.40180522204,2682.13364226222,3222.16394200278,160.55992139717,193.035660885512,155.402806554497
"gene-T4p177",0,5446.81834389795,20480.6021565095,100029.166966138,80338.0441160239,44542.5969829252,711.386985467406,460.253687653985,1971.47812068402,1868.4318578768,1267.2467943632,25380.9590336778,20144.9302694621,25996.245959413
"gene-T4p022",0,0,305.680629201635,122.353034207441,141.180363491695,50.6741717666953,640.109716287996,511.986374768398,717.116941147877,792.58026699963,710.589414852413,260.725029898458,238.950619149875,323.07642295352
"gene-T4p027",0,1361.70458597449,1004.37921023394,5517.0095424446,10582.1099726275,12871.2396287406,2288.19087527899,2630.76088133023,1569.87764077875,1651.62789313542,1801.57614826983,459.45976537479,442.392783972206,440.596192404113
"gene-T4p002",0,1361.70458597449,829.704564975865,163.137378943254,231.02241298641,405.393374133563,1699.78532630583,1456.39112274757,2347.38250019507,2453.3857398133,2199.83588731816,903.665170791342,997.893958976535,737.483907098847
"gene-T4p228",0,5446.81834389795,9563.43682787971,48933.7983475698,39966.8774466489,22119.2759761625,2104.58478699181,1522.25724471493,5068.00398212934,4917.87429496037,3761.61560766566,10385.3394819762,9340.98432606036,12413.1182969509
"gene-T4p081",0,0,1266.39117812106,426.381785874415,385.037354977349,777.003967089329,1407.14147143678,951.57935422132,1955.11091249126,1975.57215668684,1800.8209356391,2240.21171958126,2474.05488003335,2156.7801276395
"gene-T4p037",0,1361.70458597449,1703.07779126625,26724.8688050677,52320.1592521721,60868.1259870956,4782.72208326751,5985.18599377606,2603.67715469441,3000.22743241385,3235.29807471111,1294.44140217049,1333.36240856917,1315.61199507583
"gene-T4p091",0,0,1965.08975915337,7975.19322970319,19713.9125748403,28157.9481116937,5997.94322845693,7838.33823615503,2279.87297225496,2752.50754753434,3087.47341107886,299.522470914691,295.538062282349,257.357589021094
"gene-T4p256",0,0,567.69259708875,600.642167927437,391.454644226972,371.610592955766,1494.48427334132,1428.12425304168,1087.81546563578,1078.59925729815,1089.70615547835,426.499451893597,402.695129976804,489.267659639782
"gene-T4p009",0,6808.52292987244,3580.83022779058,36019.9917371299,71257.5798278081,92607.0489036357,11609.6641216701,13820.6651763158,7011.20389832766,7327.72727902898,8448.76071195555,1401.416492796,1252.17172929214,1293.29394495592
"gene-T4p017",3902.57888904032,6808.52292987244,6768.64250375048,355.936099512555,365.785487228482,929.026482389415,7621.25488685824,6717.64316336886,7307.39622572435,7500.56858103463,7066.82010371685,5294.11901754711,5423.65041760123,5524.08799960573
"gene-T4p229",0,0,2663.78834018567,6481.00314529111,4485.68518548612,2626.61123657371,347.942197968749,198.839087282301,975.910406058319,960.393526370964,659.694650607635,2971.75945645605,2763.50862851238,3614.94763842589
"gene-T4p207",3902.57888904032,1361.70458597449,1004.37921023394,359.643767215811,1097.35646168545,2001.62978478447,3179.24334666703,4095.89099814719,1843.33079343436,2036.89932353885,2351.96197941239,349.838510266737,378.457617612777,382.453965892467
"gene-T4p163",0,1361.70458597449,4628.87809933904,20633.1707686184,15966.2156530608,7786.93106148218,105.400287474292,60.4716811837925,177.790360750351,157.177734245216,79.4615028853953,4249.31210295849,3420.38178595556,6695.99151697219
"gene-T4p057",3902.57888904032,1361.70458597449,4148.52282487933,5049.84341183437,7347.79619081775,7254.85225793188,2971.12757772642,2445.08422955984,4437.42917488618,4473.25700818537,4050.53369191714,4375.12165843039,4699.51733215747,4900.66497596103
"gene-T4p072",0,2723.40917194897,2052.4270817824,1475.6517458958,1578.65315540713,743.221185911532,1289.22652369951,905.402941113981,1346.85881158734,1299.77705838314,1118.33856478251,1657.43290648285,1556.28767660867,1757.52585833573
"gene-T4p016",3902.57888904032,1361.70458597449,1921.42109783885,114.937698800929,109.093917243582,92.9026482389415,1143.33762949208,723.28662026074,1754.41478963909,1701.74009500383,1442.45612469232,1097.34106240397,1104.18658864429,1161.77392266258
"gene-T4p189",0,0,2401.77637229856,5505.88653933484,4228.99361550122,2466.14302597917,32.564098677349,22.3329848439698,40.8139033814344,39.3832187007575,25.9727474307222,2553.27632637724,2260.7714207532,3090.26757453681
"gene-T4p172",0,4085.11375792346,18733.8557039288,83808.1207643937,60585.6278056859,30936.5818635675,388.9504445744,202.129696160277,373.114041218644,261.794665933939,137.087510143192,23064.864656141,17766.9942484746,28312.2995517458
"gene-T4p141",0,1361.70458597449,3449.82424384702,11308.3864949301,8175.62650401905,4636.68671665262,298.403196789378,316.383951956238,290.570003971702,297.757320314697,315.777385640019,3236.64830399617,2854.1748784667,4207.65246024503
"gene-T4p054",0,2723.40917194897,7598.34706872635,2714.01275878323,2470.65636110466,1511.77945770641,4027.51213521835,3144.63531037288,6381.58696840875,6539.87598893077,5475.65276143447,8212.13798649722,8680.1214546478,8295.56158147033
"gene-T4p164",0,0,4017.51684093577,15898.4791115608,12051.669210791,5599.49598021984,83.662019474253,46.7158571856952,153.510252922416,134.916028752761,68.6915140645649,3448.96408953736,2771.08908505422,5601.08939024084
"gene-T4p176",0,0,1703.07779126625,13199.2970235906,21818.7834487165,25649.5766092423,1422.51415099856,1696.38979320849,1067.90827602729,1153.55260660524,1106.18949202731,951.763101680072,904.534652092878,1495.63877574787
"gene-T4t003",0,1361.70458597449,2707.45700150019,1167.91532652557,782.909288453944,954.363568272762,1738.49849680789,1946.74578997387,1109.76335041335,1034.63659456242,1144.04862955907,4805.08447266145,4387.55494736781,4071.35588109946
"gene-T4p025",0,0,436.686613145192,163.137378943254,173.266809739807,320.93642118907,1124.6738974044,1122.47523824474,919.853759169125,1008.78610027522,963.257292828908,314.465517404394,288.95503423286,284.369841564748
"gene-T4t005",0,2723.40917194897,2401.77637229856,659.964851179529,673.815371210361,760.11257650043,1096.95977087049,1428.55580830436,830.39634645145,729.290481275489,743.720264609175,3051.88376042037,2793.93019752896,2760.10867073343
"gene-T4p184",0,2723.40917194897,14934.6821695656,12632.0238649924,9228.06194095714,4467.77281076364,117.741734446425,86.3110525370812,248.465048544528,204.747877384005,149.006735576002,16407.2704747757,14464.9074817114,18473.4159804338
"gene-T4p152",0,1361.70458597449,22969.7158514371,37039.6003555253,28794.3768630561,13876.2773687801,266.185524693703,176.074547175646,423.59001152303,395.944338746154,289.541955555131,18090.9315409827,15445.2466992226,25587.7679941187
"gene-T4p240",0,1361.70458597449,2008.75842046788,39115.8942693485,68716.3332849576,95242.1058355039,4229.43552901154,5835.54420643989,1459.0553990461,1707.8709425282,2035.00252182862,248.350319524173,295.538062282349,320.770498955891
"gene-T4p183",0,0,5152.90203511327,3462.9616348409,2939.1184763271,1579.345020062,17.2347224382778,10.1954930809427,27.5285613623757,23.1775942994491,11.8207194374968,4379.83027464199,4011.69064383514,4385.37331691944
"gene-T4p216",0,1361.70458597449,1834.08377520981,1045.56229231813,737.988263706586,506.741717666953,2112.89902495198,1856.2270736256,2265.92128079294,2339.89029417922,2081.33317495725,2674.37726563754,2660.44101763655,2248.27589768828
"gene-T4p211",0,5446.81834389795,2227.10172704048,48707.6306176712,74998.859460338,113560.818929164,3617.47297248455,5301.27879123536,1412.03611647708,1786.22616454698,1864.91550325575,1565.59543326489,1586.5762551596,1392.03690471154
"gene-T4p045",0,5446.81834389795,2227.10172704048,17815.343314144,34646.9446587118,46983.402923021,5432.05540729257,7527.51055820586,1983.26417645642,2224.26400519826,2872.76317662944,794.705456803927,937.41654472391,850.556537411154
"gene-T4p248",3902.57888904032,1361.70458597449,3537.16156647606,3563.06866282881,6173.43225813683,8335.90125562138,4771.8962525902,4708.26791589778,6458.30044802978,6311.9131340307,5735.83993038648,3456.27995604795,3395.4793212633,2595.5645226169
"gene-T4p195",0,0,1834.08377520981,19320.6564016659,14522.3255718957,7575.78867912095,109.557406454379,69.7501193315287,111.446944335427,94.8225289363753,52.7992134874858,1212.37138902783,902.24056656048,2135.77974837538
"gene-T4p258",0,1361.70458597449,1048.04787154846,967.701270549759,911.255073446393,886.798005917168,2585.55479232334,2737.4629200292,1389.38023541636,1510.73054972474,1634.4771448881,390.114690258514,416.492890787601,445.537458113318
"gene-T4p113",0,4085.11375792346,3842.84219567769,26561.7314261244,43926.3449136659,52236.6253961684,4882.40633214418,6365.44012460974,3470.30625210692,3522.05975310097,3613.98795602403,2927.59185810758,2577.92043370306,3237.84671038506
"gene-T4p075",3902.57888904032,0,4410.53479276644,2777.04310973858,2252.46852661749,1207.73442710624,851.170111172835,640.428009825142,1562.92261846783,1696.58121111137,1376.26009584234,3899.78490616029,3705.11437290415,4711.9086258694
"gene-T4p274",0,0,786.035903661346,37339.921439489,67214.6876005459,86787.9648457602,3083.4997001569,4137.96763625901,1262.81548809373,1131.25351789618,1448.00529576159,212.549270642594,270.037140494683,200.203615651289
"gene-T4p038",0,1361.70458597449,1572.07180732269,22438.804940104,40448.1741403705,50158.9843537339,2972.9030139575,3787.32898532712,1581.41381551003,2003.4787278877,1962.89613325989,1115.98095633253,1106.11495039616,1170.75055536764
"gene-T4p118",0,1361.70458597449,3318.81825990346,2120.78592626231,1681.32978340109,1359.75694240632,2897.55523244342,3434.20889163479,2076.59474531131,2129.29194339544,2201.01795926191,2847.73995342823,2515.88038147909,3246.74098866163
"gene-T4p007",0,1361.70458597449,1179.05385549202,278.075077744184,628.894346463004,1655.35627771205,3694.50958358429,3861.66437932468,2649.11385733639,2706.13366732713,2906.84625100755,593.480213579311,516.70120665204,541.974493871302
"gene-T4s001",0,0,4104.85416356481,4393.5862283581,3677.10674003369,2981.33043894058,1323.95578851233,1228.52994404968,1083.02607901449,1072.69270907346,884.846520560179,5977.14076751393,6398.37078793891,5754.2686272262
"gene-T4p159",0,0,2445.44503361308,24411.2841582361,20304.3031858056,10320.639649817,111.20293271733,65.6503443360174,115.819862554866,83.2711150032628,42.094895330197,1272.49380263874,857.755255801814,2257.08782153636
"gene-T4p137",0,1361.70458597449,18690.1870426142,18812.7059263198,15594.0128765826,7499.77742147091,1519.86002044893,1052.5632856897,3320.41927428062,3153.31170444005,2957.01863795337,26781.2859293339,21994.4951704372,28272.7694260722
"gene-T4p268",0,8170.22751584692,4235.86014750837,1382.96005331441,3561.59553354048,8141.65026384905,18469.9930218816,19790.8546247135,11274.8824559614,11348.404375301,14479.0678976628,723.297929958603,855.494417885828,631.658466493373
"gene-T4p115",0,4085.11375792346,5240.23935774231,2802.99678366137,1944.43864263561,1072.60330239505,3541.302427839,3371.79521176891,3441.2367576577,3581.74205842205,3544.86958264644,5414.09144548396,4399.35785119391,5729.97407082261
"gene-T4p170",0,0,9476.09950525067,33817.637121396,21793.114291718,12685.4343322627,146.235320789106,85.8255528665601,137.267985250212,95.2711275357195,49.5485156421742,12954.2593101474,9212.84801241021,13577.527561325
"gene-T4t004",0,0,2445.44503361308,1038.14695691162,930.506941195261,1005.03774003946,1122.55203459165,1316.13566237482,794.038654969825,672.056776642494,716.631115898245,3093.09388081775,2888.88539000037,2521.19847369337
"gene-T4p098",0,0,218.343306572596,4375.04788984182,7290.04058757115,13656.6892911244,813.539523738505,1194.3831338897,244.633539247496,307.663872716881,315.087843672832,118.571517328448,123.149171188415,169.814831539679
"gene-T4p173",0,2723.40917194897,16856.1032674044,72722.1943316589,52692.3620286503,26730.6256069318,338.025737068333,173.700993230876,330.592617389619,225.944161203017,118.765395015072,19350.1945212086,14756.7218109556,24129.6828377608
"gene-T4p030",0,1361.70458597449,2751.12566281471,1698.11180809115,1411.80363491695,684.101318850387,1325.94774135695,894.721948362518,1870.98429531729,1912.37582900422,1600.2627291829,3214.81744701512,3437.10533701057,3951.20076993729
"gene-T4p263",0,0,1135.3851941775,218.752394492091,186.101388239052,244.925163539027,1438.92611030536,1138.06517210925,1746.29365580299,1653.79611969892,1556.62457325948,573.478323225907,597.692400230598,509.362140190549
"gene-T4p174",3902.57888904032,16340.4550316938,38559.4279407205,291470.881156047,222577.260333906,111407.16662908,1237.69556967552,692.592252202241,1298.13200857073,833.68311366454,451.682823839462,44920.3154012053,33563.9009864823,54141.5307301877
"gene-T4p272",0,0,393.017951830673,21634.2410484975,39293.0620754385,48284.0399983662,2340.2847724982,3076.61141209209,791.331610357791,944.019677494901,1365.91696633453,77.6337962160334,91.5306879810223,92.9781497615408
"gene-T4p255",3902.57888904032,1361.70458597449,2096.09574309692,37432.6131320704,60534.2894916889,83916.4284456475,4737.2102911001,5371.08285497473,2369.62191285393,2600.43262235666,2667.73936505241,1080.06316490025,1053.84969739719,1258.95214827695
"gene-T4p171",0,2723.40917194897,16899.7719287189,53627.7056598916,37919.7621760193,18225.8104454214,244.360650048245,130.437578146664,245.174948169903,160.710448215051,82.2525060859154,24703.5409261446,19105.7427709025,27704.3591606567
"gene-T4p032",0,1361.70458597449,1135.3851941775,329.982425589765,346.533619479614,270.262249422375,1698.09649672017,1545.02178482159,2309.73375666771,2358.18937871081,2073.32135400517,710.884305400751,748.736321588312,834.332714999265
"gene-T4p101",0,2723.40917194897,1790.41511389529,38752.5428344294,81493.156180956,88831.8231070169,5586.17193281476,7424.47673923972,1817.84292724105,2194.806030508,2751.63363772687,603.909214775249,682.17459353237,708.24808498605
"gene-T4p059",0,6808.52292987244,18952.1990105013,4148.88015994322,3202.22733556162,1748.25892595099,5028.29522635161,3649.93257856966,11219.3255711545,10158.8143478818,8348.4159380639,25543.6203209876,22948.302790052,22808.4707415479
"gene-T4p122",0,9531.93210182141,19388.8856236465,114982.190813368,124386.317525433,111314.263980841,11939.3756207783,13610.497763388,12856.2962714715,12100.573385143,12876.0141652794,26664.0764084303,21000.8569063613,25267.8210394477
"gene-T4p076",0,10893.6366877959,17816.8138163238,9254.33858732643,7187.36395957719,4788.70923195271,4632.19973353019,3796.60742347486,8602.9461302036,8464.25183046745,6921.19540731325,16188.5727631295,15726.6545245301,19086.7917638031
"gene-T4p089",3902.57888904032,8170.22751584692,4061.18550225029,585.811497114413,583.973321715646,1731.36753536209,12470.664087098,11122.9053404536,11218.32604699,10945.5254498733,11250.3040539741,2479.80634780287,2244.74606964283,1747.64332691732
"gene-T4p090",3902.57888904032,4085.11375792346,2532.78235624212,1171.62299422883,3048.21239357068,7862.94231913223,12849.2650375449,14604.6392553917,7085.79338909924,7075.05411794837,8294.07346398319,715.320522327381,723.235399800646,583.563480257111
"gene-T4p253",0,0,742.367242346827,19754.4535229468,16453.9296360321,9383.16747213309,268.350690829165,347.078320014738,506.592164012008,466.056561501987,381.874908494689,681.465182624149,560.820793630179,1150.57372038838
"gene-T4p110",0,1361.70458597449,1659.40912995173,2721.42809418974,2367.9797331107,1630.0191918287,2786.56881633964,2477.45087426124,2628.20714356345,2855.81606664164,2720.21022522219,1103.10036157188,1122.80525383476,1549.82798969215
"gene-T4p111",0,1361.70458597449,1790.41511389529,16621.4743136957,13418.5518209606,9188.91648036075,2024.25712336617,2001.55330833491,1538.30933591841,1728.48778648972,1685.76593311413,1385.57842008425,1138.36513831537,1845.72745124504
"gene-T4p202",3902.57888904032,5446.81834389795,8209.70832712962,1772.26516215626,1527.31484141015,1148.61456004509,7766.97056777483,6087.14092458549,12119.1888470347,12520.4055993043,10891.413877719,7605.73826397369,7436.32812469137,6944.5371821452
"gene-T4p147",0,0,2314.43904966952,3889.34342071531,3048.21239357068,1334.41985652298,23.4270975856992,9.60210459475028,33.9421747508868,29.1215257407595,18.3221151281201,2435.13286506803,2325.17205374239,3447.52108531233
"gene-T4p068",3902.57888904032,0,1790.41511389529,7470.9504220604,15414.3287775932,20354.1256596226,4750.41780452642,5735.42338549688,2210.86415806819,2366.54452762359,3053.19332471012,688.080593830527,802.86344110633,640.964516912376
"gene-T4p100",0,2723.40917194897,2008.75842046788,18371.4934696324,40165.8134133872,46299.3016041706,4875.39119386528,6330.64598155573,1761.1199309089,1997.75909574607,2428.27129044779,585.969776150892,642.177710989264,689.224212005611
"gene-T4p135",0,1361.70458597449,1310.05983943558,32664.5524656834,61644.4805318736,74431.912629981,1198.63597259178,1643.03877385901,496.263747646094,482.262185903296,624.462339617541,657.688616464752,681.143917423612,768.696235495325
"gene-T4p198",0,0,917.041887604904,2688.05908486044,2213.96479111976,878.352310622719,20.872201545854,9.27843814773623,168.253234347954,179.308598479529,80.643574829145,1168.12596231223,1007.70200581795,1573.38135623936
"gene-T4p047",7805.15777808063,8170.22751584692,11703.2012322912,3948.66610396741,3356.24227755256,1824.27018360103,3761.28330720194,2196.23867621387,12351.0368063454,12729.9198368063,9182.53187103816,15137.9287210059,17394.2219732682,13438.2662227539
"gene-T4p142",0,0,1484.73448469365,5405.77951134693,3927.38102076896,2643.50262716261,31.6114255777457,28.2668697058941,37.3155688058829,33.7570446006493,23.017567571348,1577.61991598707,1493.383186358,2003.68324508263
"gene-T4p004",3902.57888904032,1361.70458597449,1222.72251680654,593.226832520925,551.886875467534,743.221185911532,1753.95778301509,1273.6274690003,2254.92651498407,2287.62855735563,1947.69337465,1279.38161313009,1510.73844212484,1185.57435249525
"gene-T4p231",0,1361.70458597449,5589.58864825846,3474.08463795067,2374.39702236032,1545.56223888421,1406.57852824156,1336.90425939155,1570.04422813949,1652.78677285039,1579.93765881676,5086.39510566681,4812.52598034036,5463.14572252554
"gene-T4p251",0,0,2532.78235624212,29590.8959396844,23403.8538933732,13285.0786981686,189.235520239382,126.068081111974,212.773706505866,175.028220177453,131.374162415069,2756.83642061587,2233.14265151519,4358.03164666184
